state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	index	price_cpi
Pennsylvania	2017	2.6	7.959	45.4	1348660440	3.61	40.5	245.11958333333334	7.468069156721124
Pennsylvania	2018	2.6	8.133	44.4	1259258980	3.61	37.8	251.10683333333333	7.4493791155291795
Pennsylvania	2019	2.6	8.238	43.8	1187425200	3.61	35.7	255.65741666666668	7.4112459740231795
Rhode Island	1970	0.13	0.402	52.2	14682391	0.21	123.9	38.825	2.3814552479072764
Rhode Island	1971	0.13	0.416	50.5	15231385	0.21	123.2	40.49166666666667	2.3629553406050627
Rhode Island	1972	0.13	0.406	51.7	16769392	0.21	134.4	41.81666666666666	2.2330809087285775
Rhode Island	1973	0.13	0.413	50.9	17872822	0.21	142	44.4	2.1394144144144143
Rhode Island	1974	0.13	0.443	47.4	18482269	0.21	146.1	49.30833333333334	2.0663849923947946
Rhode Island	1975	0.18	0.522	49.8	19352000	0.26	154.7	53.81666666666667	2.2309074016723445
Rhode Island	1976	0.18	0.523	49.7	25351000	0.26	150.2	56.90833333333333	2.1137501830429053
Rhode Island	1977	0.18	0.563	46.2	24823000	0.26	148.8	60.608333333333334	2.13650488106696
Rhode Island	1978	0.18	0.587	44.3	24711000	0.26	146.8	65.23333333333333	2.0696474195196726
Rhode Island	1979	0.18	0.6	43.3	24530000	0.26	145.8	72.575	1.9014812263176024
Rhode Island	1980	0.18	0.645	40.3	24958000	0.26	149.3	82.40833333333333	1.800182020426737
Rhode Island	1981	0.18	0.716	36.3	25779000	0.26	151.2	90.925	1.8111630464668682
Rhode Island	1982	0.23	0.84	36.9	27315000	0.31	146.3	96.5	2.0020725388601037
Rhode Island	1983	0.23	0.948	41.1	29932000	0.39	135.8	99.6	2.189156626506024
Rhode Island	1984	0.23	1.003	38.9	30046000	0.39	136.9	103.88333333333333	2.2206642066420663
Rhode Island	1985	0.23	1.018	38.7	29750000	0.394	133.4	107.56666666666666	2.176696622249768
Rhode Island	1986	0.234	1.135	36.1	30980000	0.41	136.3	109.60833333333333	2.381661978255911
Rhode Island	1987	0.25	1.215	33.6	30137000	0.41	124.4	113.625	2.4594059405940594
Rhode Island	1988	0.25	1.348	31.9	34147000	0.43	138	118.25833333333333	2.6217179902755268
Rhode Island	1989	0.27	1.509	35.1	34452000	0.53	120.8	123.96666666666667	2.7997042215649364
Rhode Island	1990	0.27	1.703	31.1	37350000	0.53	101.4	130.65833333333333	2.9978187384399515
Rhode Island	1991	0.37	1.9	30	39066000	0.57	103.6	136.19166666666666	3.2087132105488587
Rhode Island	1992	0.37	1.979	28.8	37347000	0.57	100.1	140.31666666666666	3.2438769450053453
Rhode Island	1993	0.37	1.689	40.3	35129046	0.68	94.1	144.45833333333334	2.6891491202768965
Rhode Island	1994	0.37	2.096	38.2	40883302	0.8	91.9	148.225	3.2523528419632317
Rhode Island	1995	0.56	2.149	39.6	50164082	0.85	90.8	152.38333333333333	3.2435961938094717
Rhode Island	1996	0.56	2.17	39.2	53122026	0.85	87.5	156.85	3.182021039209436
Rhode Island	1997	0.61	2.322	40.9	54317563	0.95	90	160.51666666666665	3.3271311390302154
Rhode Island	1998	0.61	2.517	37.7	62373646	0.95	88.7	163.00833333333333	3.551413526915802
Rhode Island	1999	0.71	3.229	29.4	60925100	0.95	86.9	166.575	4.458472159687829
Rhode Island	2000	0.71	3.382	31	58788277	1.05	83.1	172.2	4.517189314750291
Rhode Island	2001	0.71	3.869	34.6	59143893	1.34	79.5	177.06666666666666	5.025621234939759
Rhode Island	2002	1.32	4.42	38.7	79064459	1.71	74.7	179.875	5.651702571230021
Rhode Island	2003	1.32	4.802	43.7	94002000	2.1	67.3	183.95833333333334	6.003859569648923
Rhode Island	2004	1.71	5.452	52.3	112352300	2.85	61.1	188.88333333333333	6.638807023735993
Rhode Island	2005	2.46	5.637	50.6	131315700	2.85	49.4	195.29166666666666	6.638839342863239
Rhode Island	2006	2.46	5.712	49.9	125110211	2.85	47.3	201.59166666666667	6.516936050597329
Rhode Island	2007	2.46	5.78	49.3	118850798	2.85	45.3	207.34241666666668	6.4116162113476545
Rhode Island	2008	2.46	5.803	49.1	113504400	2.85	43.6	215.3025	6.199138421523206
Rhode Island	2009	3.46	7.735	57.8	124880200	4.47	44.7	214.537	8.292508984464218
Rhode Island	2010	3.46	7.795	57.3	135251400	4.47	37.1	218.0555	8.221989355920856
Rhode Island	2011	3.46	7.854	56.9	132345000	4.47	36.3	224.93916666666667	8.030704597909805
Rhode Island	2012	3.46	8.23	54.8	130103086	4.51	35.8	229.59391666666667	8.24455642153701
Rhode Island	2013	3.5	8.219	54.9	129608951	4.51	35.3	232.95708333333334	8.11467062066153
Rhode Island	2014	3.5	8.248	54.7	135240000	4.51	36.7	236.73616666666666	8.01330876777735
Rhode Island	2015	3.5	8.62	55.2	135732649	4.76	36.8	237.017	8.364800837070758
Rhode Island	2016	3.75	8.822	54	139500000	4.76	35.2	240.00716666666668	8.454164215929662
Rhode Island	2017	3.75	9.429	55.8	135317715	5.26	34.2	245.11958333333334	8.847395913899168
Rhode Island	2018	4.25	9.597	54.8	138099021	5.26	31.4	251.10683333333333	8.790322313012854
Rhode Island	2019	4.25	9.873	53.3	130740848	5.26	29.1	255.65741666666668	8.882159687003016
South Carolina	1970	0.06	0.343	40.8	16737672	0.14	103.6	38.825	2.031938184159691
South Carolina	1971	0.06	0.341	41.1	17911044	0.14	115	40.49166666666667	1.9369417575632846
South Carolina	1972	0.06	0.335	41.8	18928116	0.14	118.7	41.81666666666666	1.8425667596652053
South Carolina	1973	0.06	0.352	39.8	20383460	0.14	125.5	44.4	1.8234234234234232
South Carolina	1974	0.06	0.381	36.8	21209852	0.14	129.7	49.30833333333334	1.7771843839783672
South Carolina	1975	0.06	0.41	34.2	21800180	0.14	130.5	53.81666666666667	1.752245277175596
South Carolina	1976	0.06	0.422	33.2	23170887	0.14	136.8	56.90833333333333	1.705549860887392
South Carolina	1977	0.06	0.492	30.5	23441273	0.15	137.2	60.608333333333334	1.8670699848755672
South Carolina	1978	0.07	0.502	29.9	28273885	0.15	140.4	65.23333333333333	1.7699540112416965
South Carolina	1979	0.07	0.523	28.7	27713875	0.15	135.7	72.575	1.6574578022735103
South Carolina	1980	0.07	0.547	27.4	28389033	0.15	138.3	82.40833333333333	1.5266659925169381
South Carolina	1981	0.07	0.619	24.2	29722415	0.15	136.1	90.925	1.565795985702502
South Carolina	1982	0.07	0.724	20.7	30151784	0.15	136	96.5	1.7255958549222798
South Carolina	1983	0.07	0.813	28.3	29391530	0.23	131.1	99.6	1.877409638554217
South Carolina	1984	0.07	0.83	27.7	29419765	0.23	127	103.88333333333333	1.8376383763837638
South Carolina	1985	0.07	0.887	25.9	29421407	0.23	125.4	107.56666666666666	1.896591261233344
South Carolina	1986	0.07	0.953	24.1	29522340	0.23	126.6	109.60833333333333	1.9997567094959325
South Carolina	1987	0.07	0.999	23	30093670	0.23	126.6	113.625	2.022178217821782
South Carolina	1988	0.07	1.119	20.6	30114220	0.23	124.4	118.25833333333333	2.1763371150729336
South Carolina	1989	0.07	1.252	18.3	29861721	0.23	122.4	123.96666666666667	2.322882495294434
South Carolina	1990	0.07	1.29	17.8	29140978	0.23	118.6	130.65833333333333	2.2708080872504626
South Carolina	1991	0.07	1.519	17.8	29953372	0.27	121.5	136.19166666666666	2.5652817720124825
South Carolina	1992	0.07	1.645	16.4	27846422	0.27	112.9	140.31666666666666	2.6964009977432
South Carolina	1993	0.07	1.391	22.3	28402000	0.31	115.2	144.45833333333334	2.21468704932218
South Carolina	1994	0.07	1.4	22.1	27996316	0.31	112.2	148.225	2.1723730814639906
South Carolina	1995	0.07	1.495	20.7	28994603	0.31	109.2	152.38333333333333	2.256480367494258
South Carolina	1996	0.07	1.539	20.1	26468366	0.31	102.9	156.85	2.2567421102964613
South Carolina	1997	0.07	1.653	18.8	32242879	0.31	124.5	160.51666666666665	2.3685390925137577
South Carolina	1998	0.07	1.796	17.3	32877081	0.31	126.9	163.00833333333333	2.534103573436941
South Carolina	1999	0.07	2.553	12.1	28554305	0.31	109.4	166.575	3.5250787933363354
South Carolina	2000	0.07	2.783	14.7	28077000	0.41	103.9	172.2	3.717131242740999
South Carolina	2001	0.07	3.024	13.6	25772858	0.41	96.6	177.06666666666666	3.9280120481927714
South Carolina	2002	0.07	3.106	14.8	26350424	0.46	97.5	179.875	3.971535788742182
South Carolina	2003	0.07	3.167	14.5	25843905	0.46	95.7	183.95833333333334	3.9596466591166473
South Carolina	2004	0.07	3.122	14.7	26759248	0.46	92.2	188.88333333333333	3.8016059295861644
South Carolina	2005	0.07	3.147	14.6	27559820	0.46	94	195.29166666666666	3.7063025389374866
South Carolina	2006	0.07	3.094	14.9	28724528	0.46	96.4	201.59166666666667	3.530007027406887
South Carolina	2007	0.07	3.262	14.1	27553662	0.46	91.2	207.34241666666668	3.618458837615233
South Carolina	2008	0.07	3.319	13.9	27468584	0.46	89.1	215.3025	3.545569605554975
South Carolina	2009	0.07	3.967	27.2	26656877	1.08	85	214.537	4.252926068696775
South Carolina	2010	0.07	4.705	33.6	26912128	1.58	84.5	218.0555	4.962727379038823
South Carolina	2011	0.57	4.844	32.6	138031843	1.58	69.9	224.93916666666667	4.952983584450611
South Carolina	2012	0.57	4.851	32.6	164019425	1.58	61.9	229.59391666666667	4.859579975805108
South Carolina	2013	0.57	4.879	32.4	163002662	1.58	62	232.95708333333334	4.817067521378222
South Carolina	2014	0.57	4.987	31.7	156356758	1.58	58.9	236.73616666666666	4.845098305638414
South Carolina	2015	0.57	5.029	31.4	153086500	1.58	56.1	237.017	4.880114084643718
South Carolina	2016	0.57	5.049	31.3	156101358	1.58	57.3	240.00716666666668	4.838480517595656
South Carolina	2017	0.57	5.142	30.7	154924581	1.58	55.5	245.11958333333334	4.824828697557485
South Carolina	2018	0.57	5.322	29.7	151957884	1.58	53.1	251.10683333333333	4.874658262983684
South Carolina	2019	0.57	5.569	28.4	157479471	1.58	52.6	255.65741666666668	5.010103038278112
South Dakota	1970	0.12	0.385	51.9	7360000	0.2	92.7	38.825	2.2807469414037347
South Dakota	1971	0.12	0.391	51.2	7730000	0.2	96.7	40.49166666666667	2.22095081292447
South Dakota	1972	0.12	0.396	50.5	8280000	0.2	103	41.81666666666666	2.1780789159027503
South Dakota	1973	0.12	0.404	49.5	8438000	0.2	103.5	44.4	2.092792792792793
South Dakota	1974	0.12	0.428	46.7	8909000	0.2	108.4	49.30833333333334	1.9964171032617877
South Dakota	1975	0.12	0.45	44.5	9283000	0.2	113.5	53.81666666666667	1.9231960359244349
South Dakota	1976	0.12	0.464	43.1	9561000	0.2	116.7	56.90833333333333	1.8752965295065165
South Dakota	1977	0.12	0.532	37.6	9515000	0.2	115.6	60.608333333333334	2.018864292589028
South Dakota	1978	0.12	0.541	37	9665000	0.2	116.9	65.23333333333333	1.9074603985692387
South Dakota	1979	0.12	0.588	37.4	9721000	0.22	117.4	72.575	1.8634516017912504
South Dakota	1980	0.14	0.623	35.3	11053000	0.22	114.7	82.40833333333333	1.7387804631408637
South Dakota	1981	0.14	0.68	33.8	11176000	0.23	115.7	90.925	1.7200989826780313
South Dakota	1982	0.15	0.788	29.2	11615000	0.23	113	96.5	1.878134715025907
South Dakota	1983	0.15	0.898	34.5	11381000	0.31	109.8	99.6	2.073694779116466
South Dakota	1984	0.15	0.923	33.6	11191000	0.31	105.7	103.88333333333333	2.0435424354243543
South Dakota	1985	0.15	1.085	35.9	11167000	0.39	104.4	107.56666666666666	2.319956616052061
South Dakota	1986	0.23	1.137	34.3	15673000	0.39	97	109.60833333333333	2.3858587394510757
South Dakota	1987	0.23	1.247	31.2	15849000	0.39	95.8	113.625	2.524180418041804
South Dakota	1988	0.23	1.301	30	15261000	0.39	91.9	118.25833333333333	2.5303079416531604
South Dakota	1989	0.23	1.389	28	14527000	0.39	87.4	123.96666666666667	2.5770637268082814
South Dakota	1990	0.23	1.503	25.9	14679000	0.39	88.3	130.65833333333333	2.6457554690987943
South Dakota	1991	0.23	1.63	26.4	14724000	0.43	91.8	136.19166666666666	2.7527381753656
South Dakota	1992	0.23	1.803	23.8	14943000	0.43	93	140.31666666666666	2.9553866254899632
South Dakota	1993	0.23	1.544	30.4	14685000	0.47	91.6	144.45833333333334	2.458286703201615
South Dakota	1994	0.23	1.621	29	15303000	0.47	94.8	148.225	2.5152976893236634
South Dakota	1995	0.23	1.712	33.3	16274000	0.57	98.6	152.38333333333333	2.5840096248496116
South Dakota	1996	0.23	1.817	31.4	22456341	0.57	92.3	156.85	2.6643927319094676
South Dakota	1997	0.33	1.928	29.6	21458178	0.57	88.8	160.51666666666665	2.762579171425605
South Dakota	1998	0.33	2.079	27.4	21321597	0.57	88.3	163.00833333333333	2.9334083124584636
South Dakota	1999	0.33	2.729	20.9	20327478	0.57	83.5	166.575	3.7680924508479667
South Dakota	2000	0.33	3.04	22	19251084	0.67	75.1	172.2	4.060394889663183
South Dakota	2001	0.33	3.275	20.5	19452005	0.67	78.1	177.06666666666666	4.254047439759036
South Dakota	2002	0.33	3.405	21.1	18837516	0.72	75.4	179.875	4.353856845031272
South Dakota	2003	0.53	3.483	26.4	21669573	0.92	73.2	183.95833333333334	4.354736126840317
South Dakota	2004	0.53	3.506	26.2	28171051	0.92	69.3	188.88333333333333	4.269196152828024
South Dakota	2005	0.53	3.539	26	28065888	0.92	68.7	195.29166666666666	4.167970983571582
South Dakota	2006	0.53	3.499	26.3	28462829	0.92	69.2	201.59166666666667	3.9920796990616347
South Dakota	2007	1.53	4.391	43.7	43184955	1.92	58.5	207.34241666666668	4.870831623534178
South Dakota	2008	1.53	4.582	41.9	60271330	1.92	49.5	215.3025	4.894787566331092
South Dakota	2009	1.53	5.437	46.7	61646193	2.54	49.7	214.537	5.828878002395857
South Dakota	2010	1.53	5.885	43.2	60417938	2.54	48.6	218.0555	6.2073646388190165
South Dakota	2011	1.53	5.842	43.5	54607887	2.54	43.8	224.93916666666667	5.973437262667313
South Dakota	2012	1.53	5.831	43.6	53980032	2.54	42.8	229.59391666666667	5.841313304250585
South Dakota	2013	1.53	5.766	44.1	54473910	2.54	42.7	232.95708333333334	5.692808224690885
South Dakota	2014	1.53	5.931	42.8	54732798	2.54	42.3	236.73616666666666	5.762237427459683
South Dakota	2015	1.53	6.221	40.8	53164088	2.54	40.7	237.017	6.036824362809418
South Dakota	2016	1.53	6.252	40.6	58833509	2.54	44.6	240.00716666666668	5.991321092495154
South Dakota	2017	1.53	6.455	39.3	55127979	2.54	41.6	245.11958333333334	6.056839603798826
South Dakota	2018	1.53	6.534	38.9	54892816	2.54	40.2	251.10683333333333	5.984783369097217
South Dakota	2019	1.53	6.693	38	47222260	2.54	35	255.65741666666668	6.021299988363333
Tennessee	1970	0.13	0.416	50.5	51529552	0.21	99.8	38.825	2.464391500321957
Tennessee	1971	0.13	0.416	50.5	54324788	0.21	106.3	40.49166666666667	2.3629553406050627
Tennessee	1972	0.13	0.408	51.5	57838793	0.21	111.5	41.81666666666666	2.2440813072937424
Tennessee	1973	0.13	0.425	49.4	57504328	0.21	109.7	44.4	2.2015765765765765
Tennessee	1974	0.13	0.453	46.4	61589439	0.21	114.8	49.30833333333334	2.1130302518167987
Tennessee	1975	0.13	0.483	43.5	62998951	0.21	117.4	53.81666666666667	2.064230411892227
Tennessee	1976	0.13	0.496	42.3	66254203	0.21	121.7	56.90833333333333	2.004627324644897
Tennessee	1977	0.13	0.548	38.3	68265256	0.21	124.6	60.608333333333334	2.0795820156744123
Tennessee	1978	0.13	0.573	36.6	71135611	0.21	127.3	65.23333333333333	2.020286152273888
Tennessee	1979	0.13	0.603	34.8	72046814	0.21	127.2	72.575	1.9109886324491903
Tennessee	1980	0.13	0.637	33	74254687	0.21	130.4	82.40833333333333	1.7778541814136921
Tennessee	1981	0.13	0.683	30.7	77075964	0.21	129.1	90.925	1.7276876546604345
Tennessee	1982	0.13	0.791	26.5	78807924	0.21	131.4	96.5	1.8852849740932645
Tennessee	1983	0.13	0.883	32.8	78010310	0.29	129	99.6	2.0390562248995985
Tennessee	1984	0.13	0.925	31.4	76741643	0.29	125.1	103.88333333333333	2.0479704797047975
Tennessee	1985	0.13	0.988	29.4	79593436	0.29	128.7	107.56666666666666	2.112550356368144
Tennessee	1986	0.13	1.035	28	79745209	0.29	107.9	109.60833333333333	2.171823918497681
Tennessee	1987	0.13	1.121	25.9	81357705	0.29	130.6	113.625	2.269130913091309
Tennessee	1988	0.13	1.215	23.9	79785166	0.29	125.3	118.25833333333333	2.3630470016207457
Tennessee	1989	0.13	1.35	21.5	79845917	0.29	124.7	123.96666666666667	2.504705566012369
Tennessee	1990	0.13	1.374	21.1	78338596	0.29	121.8	130.65833333333333	2.4186746603737483
Tennessee	1991	0.13	1.639	20.1	76943846	0.33	120.6	136.19166666666666	2.767937343205042
Tennessee	1992	0.13	1.702	19.4	77135315	0.33	121	140.31666666666666	2.789832521677159
Tennessee	1993	0.13	1.503	24.6	77029000	0.37	120.8	144.45833333333334	2.393008364580328
Tennessee	1994	0.13	1.53	24.2	77049000	0.37	118.8	148.225	2.374093439028504
Tennessee	1995	0.13	1.559	23.7	84827807	0.37	125.4	152.38333333333333	2.3530788581428417
Tennessee	1996	0.13	1.611	23	80884691	0.37	119.2	156.85	2.362320688555945
Tennessee	1997	0.13	1.677	22.1	82056793	0.37	118.9	160.51666666666665	2.4029280448551553
Tennessee	1998	0.13	1.895	19.5	82777975	0.37	119.7	163.00833333333333	2.673789683554011
Tennessee	1999	0.13	2.612	14.2	80688000	0.37	115.8	166.575	3.606543598979439
Tennessee	2000	0.13	2.815	16.7	79981161	0.47	108.7	172.2	3.759872241579559
Tennessee	2001	0.13	3.071	15.3	76010568	0.47	103.5	177.06666666666666	3.9890625
Tennessee	2002	0.13	3.269	18	77116917	0.59	103.4	179.875	4.179958304378041
Tennessee	2003	0.2	3.182	18.5	107041135	0.59	93.2	183.95833333333334	3.9784009060022645
Tennessee	2004	0.2	3.182	18.5	112734251	0.59	96.5	188.88333333333333	3.874666901967705
Tennessee	2005	0.2	3.257	18.1	114345060	0.59	97	195.29166666666666	3.83585235758481
Tennessee	2006	0.2	3.235	18.2	117658741	0.59	98.7	201.59166666666667	3.6908767723533544
Tennessee	2007	0.2	3.738	27.8	129671397	1.04	107.4	207.34241666666668	4.146474290314452
Tennessee	2008	0.62	3.748	26.9	265812861	1.01	69.5	215.3025	4.003855041163015
Tennessee	2009	0.62	4.644	35.1	296801064	1.63	77	214.537	4.978721619114651
Tennessee	2010	0.62	4.784	34.1	283488219	1.63	72.6	218.0555	5.046054788803768
Tennessee	2011	0.62	4.925	33.1	282037904	1.63	71.7	224.93916666666667	5.035805977171606
Tennessee	2012	0.62	4.832	33.7	271048763	1.63	68.3	229.59391666666667	4.840546370457695
Tennessee	2013	0.62	4.965	32.8	265091159	1.63	66.2	232.95708333333334	4.901975864653181
Tennessee	2014	0.62	5.003	32.6	252266793	1.63	62.6	236.73616666666666	4.860643036516741
Tennessee	2015	0.62	4.993	32.6	252591583	1.63	62.2	237.017	4.845179881611868
Tennessee	2016	0.62	5.133	31.8	251898947	1.63	61.6	240.00716666666668	4.918978113847989
Tennessee	2017	0.62	5.206	31.3	244100257	1.63	59.2	245.11958333333334	4.884881018958434
Tennessee	2018	0.62	5.281	30.9	233013693	1.63	56	251.10683333333333	4.837104525895684
Tennessee	2019	0.62	5.545	29.4	232877687	1.63	55.5	255.65741666666668	4.988511644326114
Texas	1970	0.155	0.42	56	169554206	0.235	106.4	38.825	2.4880875724404374
Texas	1971	0.155	0.469	56.5	189942675	0.265	108.9	40.49166666666667	2.664004939287919
Texas	1972	0.185	0.464	57.1	226503540	0.265	108.6	41.81666666666666	2.5520924671183742
Texas	1973	0.185	0.475	55.8	236280843	0.265	110.4	44.4	2.4605855855855854
Texas	1974	0.185	0.506	52.4	248277976	0.265	114.7	49.30833333333334	2.360250126753422
Texas	1975	0.185	0.533	49.7	256967461	0.265	116	53.81666666666667	2.277918860328275
Texas	1976	0.185	0.533	49.7	273166718	0.265	121.4	56.90833333333333	2.1541660565236493
Texas	1977	0.185	0.591	44.8	283908123	0.265	124.2	60.608333333333334	2.2427608964663825
Texas	1978	0.185	0.622	42.6	296923598	0.265	126.6	65.23333333333333	2.1930505876341337
Texas	1979	0.185	0.637	41.6	301669878	0.265	126.4	72.575	2.0187392352738547
Texas	1980	0.185	0.669	39.6	321154012	0.265	129.7	82.40833333333333	1.8671655374658713
Texas	1981	0.185	0.738	35.9	339554173	0.265	129	90.925	1.8668133076711575
Texas	1982	0.185	0.841	31.5	358491433	0.265	131.2	96.5	2.0044559585492228
Texas	1983	0.185	0.938	36.8	357379664	0.345	126.4	99.6	2.1660642570281126
Texas	1984	0.185	1.021	34.8	344699280	0.355	117.2	103.88333333333333	2.2605166051660515
Texas	1985	0.195	1.055	34.6	360500225	0.365	115.9	107.56666666666666	2.255810350170437
Texas	1986	0.205	1.144	31.9	373506575	0.365	113.7	109.60833333333333	2.400547403634152
Texas	1987	0.205	1.28	32.8	355496360	0.42	105.8	113.625	2.590979097909791
Texas	1988	0.26	1.37	30.7	399060039	0.42	96.5	118.25833333333333	2.6645056726094007
Texas	1989	0.26	1.457	28.8	410282050	0.42	94.5	123.96666666666667	2.7032266738370527
Texas	1990	0.26	1.736	32.8	389745949	0.57	85.6	130.65833333333333	3.0559091778812424
Texas	1991	0.26	1.86	32.8	552917679	0.61	79.6	136.19166666666666	3.1411613534846725
Texas	1992	0.41	2.046	29.8	543222000	0.61	77.2	140.31666666666666	3.353699964366314
Texas	1993	0.41	1.777	36.6	572602310	0.65	81.3	144.45833333333334	2.829258725122584
Texas	1994	0.41	1.85	35.1	562276060	0.65	78.8	148.225	2.870635857648845
Texas	1995	0.41	1.884	34.5	559696209	0.65	75.2	152.38333333333333	2.84361806846768
Texas	1996	0.41	1.898	34.2	569079842	0.65	74.6	156.85	2.7831686324513867
Texas	1997	0.41	2.018	32.2	569575890	0.65	72.6	160.51666666666665	2.8915377427058457
Texas	1998	0.41	2.25	28.9	556503717	0.65	73.2	163.00833333333333	3.174684320842493
Texas	1999	0.41	2.923	22.2	539935144	0.65	67.8	166.575	4.035959777877833
Texas	2000	0.41	3.112	24.1	536877386	0.75	69.3	172.2	4.156562137049942
Texas	2001	0.41	3.267	23	495713837	0.75	62.1	177.06666666666666	4.243655873493976
Texas	2002	0.41	3.531	22.7	512895687	0.8	58.3	179.875	4.514968728283531
Texas	2003	0.41	3.487	22.9	490718568	0.8	58.9	183.95833333333334	4.359737259343148
Texas	2004	0.41	3.364	23.8	501571338	0.8	55.8	188.88333333333333	4.096285184858378
Texas	2005	0.41	3.375	23.7	507341005	0.8	55.4	195.29166666666666	3.9748239812246644
Texas	2006	0.41	3.33	24	507159644	0.8	54.3	201.59166666666667	3.799264189161258
Texas	2007	1.41	4.455	40.4	1024383107	1.8	49.3	207.34241666666668	4.941825297846679
Texas	2008	1.41	4.549	39.6	1507229486	1.8	43.9	215.3025	4.8595348405150895
Texas	2009	1.41	5.529	43.8	1211322317	2.42	42.3	214.537	5.927509007770221
Texas	2010	1.41	5.642	42.9	1249918085	2.42	38.2	218.0555	5.951053745491401
Texas	2011	1.41	5.731	42.2	1359519880	2.42	38.7	224.93916666666667	5.859939909679284
Texas	2012	1.41	5.659	42.8	1330330418	2.42	36.7	229.59391666666667	5.6690090874213785
Texas	2013	1.41	5.747	42.1	1329662430	2.42	36.2	232.95708333333334	5.674049404665022
Texas	2014	1.41	5.763	42	1256724107	2.42	33.7	236.73616666666666	5.599017753237253
Texas	2015	1.41	5.946	40.7	1270386671	2.42	33.8	237.017	5.7699658674272305
Texas	2016	1.41	6.043	40	1271800731	2.42	32.8	240.00716666666668	5.791035406581609
Texas	2017	1.41	6.244	38.8	1253705378	2.42	31.9	245.11958333333334	5.858854606680072
Texas	2018	1.41	6.318	38.3	1190923717	2.42	29.1	251.10683333333333	5.786939290779953
Texas	2019	1.41	6.482	37.3	1168588119	2.42	28.8	255.65741666666668	5.831475649868688
Utah	1970	0.08	0.366	43.7	5473433	0.16	65.5	38.825	2.168190598840953
Utah	1971	0.08	0.372	43	5794213	0.16	67.7	40.49166666666667	2.1130273718872195
Utah	1972	0.08	0.365	43.8	6272275	0.16	71.3	41.81666666666666	2.007572738142686
Utah	1973	0.08	0.378	42.3	6534971	0.16	72.7	44.4	1.9581081081081082
Utah	1974	0.08	0.405	39.5	6993604	0.16	75.6	49.30833333333334	1.8891330065911778
Utah	1975	0.08	0.434	36.9	7111247	0.16	75.8	53.81666666666667	1.8548157324248993
Utah	1976	0.08	0.447	35.8	7518081	0.16	77.9	56.90833333333333	1.8065895445892517
Utah	1977	0.08	0.495	32.3	7755816	0.16	78.9	60.608333333333334	1.8784545579540768
Utah	1978	0.08	0.537	29.8	8077185	0.16	79.6	65.23333333333333	1.8933571793561574
Utah	1979	0.08	0.572	31.5	8270288	0.18	79.1	72.575	1.8127454357561141
Utah	1980	0.1	0.627	28.7	10380880	0.18	74.8	82.40833333333333	1.7499443826473862
Utah	1981	0.1	0.681	26.4	11332870	0.18	77.6	90.925	1.722628540005499
Utah	1982	0.1	0.82	24.2	11175540	0.2	73.6	96.5	1.95440414507772
Utah	1983	0.12	0.953	29.4	12863400	0.28	69	99.6	2.2007028112449802
Utah	1984	0.12	1.046	26.8	13071387	0.28	66.3	103.88333333333333	2.315867158671587
Utah	1985	0.12	1.035	27.1	13412317	0.28	66.5	107.56666666666666	2.2130461729160213
Utah	1986	0.12	1.086	25.8	12919309	0.28	64.4	109.60833333333333	2.2788413289743787
Utah	1987	0.23	1.229	31.7	14969083	0.39	67.7	113.625	2.4877447744774477
Utah	1988	0.23	1.356	28.8	21656003	0.39	55	118.25833333333333	2.6372771474878447
Utah	1989	0.23	1.519	25.7	22551304	0.39	57	123.96666666666667	2.818257596127991
Utah	1990	0.23	1.671	23.3	21106378	0.39	53.4	130.65833333333333	2.9414886153453663
Utah	1991	0.23	1.701	28.1	21395613	0.465	53.5	136.19166666666666	2.872642721654531
Utah	1992	0.23	1.801	25.8	24805000	0.465	55	140.31666666666666	2.952108326404561
Utah	1993	0.265	1.604	31.5	25898218	0.505	56.2	144.45833333333334	2.553815979232766
Utah	1994	0.265	1.688	29.9	26167144	0.505	55.8	148.225	2.619261258222297
Utah	1995	0.265	1.749	28.9	25812927	0.505	52	152.38333333333333	2.6398556272558245
Utah	1996	0.265	1.862	27.1	27788866	0.505	54	156.85	2.730379343321645
Utah	1997	0.265	2.227	33.9	32657125	0.755	57	160.51666666666665	3.1910082026788498
Utah	1998	0.265	2.437	31	43619557	0.755	42.3	163.00833333333333	3.4385358621747355
Utah	1999	0.515	3.129	24.1	47440834	0.755	43.9	166.575	4.320396217919856
Utah	2000	0.515	3.312	25.8	46235015	0.855	40.7	172.2	4.423693379790941
Utah	2001	0.515	3.358	25.5	44467980	0.855	38.7	177.06666666666666	4.361859939759037
Utah	2002	0.695	3.812	28.5	47442128	1.085	40.1	179.875	4.874273801250869
Utah	2003	0.695	3.701	29.3	57529796	1.085	36.5	183.95833333333334	4.627297848244621
Utah	2004	0.695	3.76	28.9	55835597	1.085	34.2	188.88333333333333	4.578487602576546
Utah	2005	0.695	3.772	28.8	56598687	1.085	33.6	195.29166666666666	4.4423810539790916
Utah	2006	0.695	3.722	29.2	59292150	1.085	34.5	201.59166666666667	4.246504898515977
Utah	2007	0.695	3.893	27.9	58224620	1.085	32.9	207.34241666666668	4.3184120952900376
Utah	2008	0.695	4.029	26.9	57540080	1.085	31.3	215.3025	4.304037342808375
Utah	2009	0.695	4.672	36.5	52419000	1.705	27.6	214.537	5.00873975118511
